Name,Artist,Genre,Subgenre,Energy
We Are the Young,Addal,pop,dance pop,0.825
No Fear No More,Madeon,pop,dance pop,0.779
Baianá,Bakermat,pop,dance pop,0.755
Coming Home,TooManyLeftHands,pop,dance pop,0.712
Boots,Greyson Chance,pop,dance pop,0.666
Heading Home,Ludvigsson,pop,dance pop,0.78
Somebody Out There,Lost Kings,pop,dance pop,0.664
Say It Again,AJ Mitchell,pop,dance pop,0.71
You & I,TRXD,pop,dance pop,0.867
Alive,henrikz,pop,dance pop,0.773
Amsterdam,Frans,pop,dance pop,0.673
Cross My Heart,Hogland,pop,dance pop,0.792
what happened,jayover,pop,dance pop,0.652
Ride It,Regard,pop,dance pop,0.751
Somebody,Erlandsson,pop,dance pop,0.866
Thinkin Bout You,Jonasu,pop,dance pop,0.782
Summertime Love,Captain Cuts,pop,dance pop,0.85
I Could Get Used To This,Martin Jensen,pop,dance pop,0.742
LA & The Parties,Lost Kings,pop,dance pop,0.883
Lovers + Strangers,Starley,pop,dance pop,0.69
Too Close,Sterkøl,pop,dance pop,0.653
Fallin',Sick Individuals,pop,dance pop,0.861
Tear Me Down (feat. Philip Rustad),Davai,pop,dance pop,0.817
Perspective,AMAANDA,pop,dance pop,0.598
Cali Girl,Papa Ya,pop,dance pop,0.711
Cut to the Chase,Roman Müller,pop,dance pop,0.633
You Keep Calling,BAARD,pop,dance pop,0.682
Motivation,Normani,pop,dance pop,0.887
Punching in the Dark,Hellberg,pop,dance pop,0.621
One Thing Right,Marshmello,pop,dance pop,0.623
Letting Go,Hogland,pop,dance pop,0.635
Hold On,Foxa,pop,dance pop,0.866
With You,Lewka,pop,dance pop,0.861
Try,Lost Kings,pop,dance pop,0.802
A Dream Is A Wish Your Heart Makes,Vinil,pop,dance pop,0.687
Lucky One (feat. ILY),Tom Ferry,pop,dance pop,0.772
Closer,Haze & Mellow,pop,dance pop,0.774
Wannabe,Jonasu,pop,dance pop,0.76
Sending Me You,henrikz,pop,dance pop,0.571
Room for Two,Moe Aly,pop,dance pop,0.693
Lost,End of the World,pop,dance pop,0.729
Somebody,Closed Doors,pop,dance pop,0.538
On A Roll,Ashley O,pop,dance pop,0.81
I'm Not Alright,Loud Luxury,pop,dance pop,0.856
Bad Look,Charming Horses,pop,dance pop,0.785
Here I Am (feat. Michael Shynes),Le P,pop,dance pop,0.616
Can't Say No (feat. PJZ),Alex Mattson,pop,dance pop,0.86
Somebody I'm Not,Davai,pop,dance pop,0.416
Nobody To Love,Out Of Sound,pop,dance pop,0.782
PAY ME BACK!,ILIRA,pop,dance pop,0.81
Tusa,KAROL G,pop,dance pop,0.715
+,Aitana,pop,dance pop,0.666
everything i wanted,Billie Eilish,pop,dance pop,0.225
En Tus Planes,David Bisbal,pop,dance pop,0.78
Alocao (With Bad Gyal),Omar Montes,pop,dance pop,0.752
A Dónde Vamos,Morat,pop,dance pop,0.608
Morado,J Balvin,pop,dance pop,0.696
Yummy,Justin Bieber,pop,dance pop,0.519
Que Tire Pa Lante,Daddy Yankee,pop,dance pop,0.901
You should be sad,Halsey,pop,dance pop,0.585
Pegamos Tela,Lérica,pop,dance pop,0.857
Indeciso,Reik,pop,dance pop,0.748
Zorra,Bad Gyal,pop,dance pop,0.65
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,pop,dance pop,0.694
What A Man Gotta Do,Jonas Brothers,pop,dance pop,0.708
China,Anuel AA,pop,dance pop,0.808
Celébrate,Miki Núñez,pop,dance pop,0.755
Rare,Selena Gomez,pop,dance pop,0.545
Godzilla (feat. Juice WRLD),Eminem,pop,dance pop,0.745
Adicto (with Anuel AA & Ozuna),Tainy,pop,dance pop,0.836
Blanco,J Balvin,pop,dance pop,0.706
Señorita,Shawn Mendes,pop,dance pop,0.54
Que Calor (feat. J Balvin & El Alfa),Major Lazer,pop,dance pop,0.885
Memories,Maroon 5,pop,dance pop,0.32
All I Want For Christmas Is You,Mariah Carey,pop,dance pop,0.889
Qué Bonito Es Querer,Manuel Carrasco,pop,dance pop,0.718
Revival,Gregory Porter,pop,dance pop,0.801
Presiento,Morat,pop,dance pop,0.727
Blinding Lights,The Weeknd,pop,dance pop,0.796
Fuera De Mi Mente,Lérica,pop,dance pop,0.94
Someone You Loved,Lewis Capaldi,pop,dance pop,0.405
Hookah,Bad Gyal,pop,dance pop,0.579
Bandit (with YoungBoy Never Broke Again),Juice WRLD,pop,dance pop,0.631
Me Equivocaré,Antonio José,pop,dance pop,0.729
Lola Bunny,Lola Indigo,pop,dance pop,0.899
Circles,Post Malone,pop,dance pop,0.758
Me Quedo,Aitana,pop,dance pop,0.714
LA CANCIÓN,J Balvin,pop,dance pop,0.646
Déjate Querer,Lalo Ebratt,pop,dance pop,0.792
Bésame,David Bisbal,pop,dance pop,0.842
Nice To Meet Ya,Niall Horan,pop,dance pop,0.841
Mejores Amigos,Yera,pop,dance pop,0.74
Heartless,The Weeknd,pop,dance pop,0.75
Push It On Me,Damien,pop,dance pop,0.568
Con Calma,Daddy Yankee,pop,dance pop,0.86
Bonita,Juanes,pop,dance pop,0.881
LUNA,Lola Indigo,pop,dance pop,0.744
Santa María (Feat. Busy Signal),Bad Gyal,pop,dance pop,0.603
Runaway,Sebastian Yatra,pop,dance pop,0.851
caronte,Alba Reche,pop,dance pop,0.209
Lose You To Love Me,Selena Gomez,pop,dance pop,0.34
"Mucho más allá - De ""Frozen 2""",David Bisbal,pop,dance pop,0.757
Before You Go,Lewis Capaldi,pop,dance pop,0.575
Mama No,Pablo López,pop,dance pop,0.517
nana triste,Natalia Lacunza,pop,dance pop,0.308
Contando Lunares (feat. Cruz Cafuné),Don Patricio,pop,dance pop,0.523
Mambo No. 5 (A Little Bit of...),Lou Bega,pop,dance pop,0.799
Sandstorm - Radio Edit,Darude,pop,dance pop,0.98
We like to Party! (Six Flags),Vengaboys,pop,dance pop,0.905
Coco Jamboo - Radio Version,Mr. President,pop,dance pop,0.838
Blue (Da Ba Dee),Eiffel 65,pop,dance pop,0.969
Barbie Girl,Aqua,pop,dance pop,0.948
What Is Love,Haddaway,pop,dance pop,0.772
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,pop,dance pop,0.82
Bailando - Video Edit,Paradisio,pop,dance pop,0.955
Be My Lover,La Bouche,pop,dance pop,0.913
The Riddle (Original Mix),Gigi D'Agostino,pop,dance pop,0.868
...Baby One More Time,Britney Spears,pop,dance pop,0.699
Rhythm Is A Dancer - 12'' Version,SNAP!,pop,dance pop,0.874
Another Night,Real McCoy,pop,dance pop,0.889
Tubthumping,Chumbawamba,pop,dance pop,0.944
All That She Wants - Remastered,Ace of Base,pop,dance pop,0.628
The Rhythm Of The Night,Corona,pop,dance pop,0.805
Believe,Cher,pop,dance pop,0.917
(You Drive Me) Crazy,Britney Spears,pop,dance pop,0.944
The Sign,Ace of Base,pop,dance pop,0.828
Will I Ever,Alice DJ,pop,dance pop,0.836
Happy People (feat. Marky Mark),Prince Ital Joe,pop,dance pop,0.588
Sex On The Beach - Original Mix,T-Spoon,pop,dance pop,0.745
When You Wish Upon A Star,The Mamas,pop,dance pop,0.21
Lollipop (Candyman),Aqua,pop,dance pop,0.981
Rock My Heart - Radio Mix,Haddaway,pop,dance pop,0.931
This Is Your Night,Amber,pop,dance pop,0.908
The Other Side,Grace Gracie,pop,dance pop,0.621
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,pop,dance pop,0.789
Come and Get Your Love - Radio Edit,Real McCoy,pop,dance pop,0.864
Children,Robert Miles,pop,dance pop,0.755
Baby Baby,Corona,pop,dance pop,0.869
Pump Up the Jam,Technotronic,pop,dance pop,0.875
Waiting for Tonight,Jennifer Lopez,pop,dance pop,0.941
Dreams (Will Come Alive),2 Brothers On The 4th Floor,pop,dance pop,0.979
Life - Radio Edit,Des'ree,pop,dance pop,0.711
Wannabe,Spice Girls,pop,dance pop,0.864
Ride Wit Me - Album Version (Edited),Nelly,pop,dance pop,0.682
We’re Going to Ibiza!,Vengaboys,pop,dance pop,0.671
Sweet Dreams,La Bouche,pop,dance pop,0.956
Back in My Life,Alice DJ,pop,dance pop,0.828
"Boom, Boom, Boom, Boom!!",Vengaboys,pop,dance pop,0.894
More And More - Single Version,Captain Hollywood Project,pop,dance pop,0.847
Generation Of Love,Masterboy,pop,dance pop,0.884
Run Away,Real McCoy,pop,dance pop,0.924
Call Me,Deee-Lite,pop,dance pop,0.827
Beautiful Life,Ace of Base,pop,dance pop,0.953
Celebration,Kylie Minogue,pop,dance pop,0.874
Got to Get It,Culture Beat,pop,dance pop,0.909
No More (I Can't Stand It),Maxx,pop,dance pop,0.791
Let the Dream Come True,DJ Bobo,pop,dance pop,0.868
Let's Talk About Sex,Salt-N-Pepa,pop,dance pop,0.709
Around The World,Aqua,pop,dance pop,0.975
Gettin' Jiggy Wit It,Will Smith,pop,dance pop,0.874
Cotton Eye Joe,Rednex,pop,dance pop,0.937
Get A Way,Maxx,pop,dance pop,0.864
I Give You My Heart,Mr. President,pop,dance pop,0.933
Ice Ice Baby,Vanilla Ice,pop,dance pop,0.792
Lost in Someone Else,Casey Derhak,pop,dance pop,0.551
Hardcore Vibes,Dune,pop,dance pop,0.631
Better Off Alone - Hitradio Mix,Alice Deejay,pop,dance pop,0.772
Roses Are Red - Original Version,Aqua,pop,dance pop,0.974
Think About The Way,Ice Mc,pop,dance pop,0.713
Try Me Out,Corona,pop,dance pop,0.77
Max Don´t Have Sex With Your Ex,E-Rotic,pop,dance pop,0.993
I Want You Back - Radio Edit,*NSYNC,pop,dance pop,0.93
Ecuador - Original Radio Edit,Sash!,pop,dance pop,0.888
Saturday Night - Radio Edit,Whigfield,pop,dance pop,0.868
Nessaja,Scooter,pop,dance pop,0.904
Dub-I-Dub,Me & My,pop,dance pop,0.96
Kernkraft 400,Zombie Nation,pop,dance pop,0.43
Think of You - Radio Edit,Whigfield,pop,dance pop,0.806
The Bomb (These Sounds Fall Into My Mind),The Bucketheads,pop,dance pop,0.874
Mr. Vain Recall - Radio Edit,Culture Beat,pop,dance pop,0.947
Sweat (A La La La La Long),Inner Circle,pop,dance pop,0.727
U Got 2 Let The Music - Brescia Edit,Cappella,pop,dance pop,0.974
Feel the heat of the night - Radio Edit,Masterboy,pop,dance pop,0.917
Captain Jack - Short Mix,Captain Jack,pop,dance pop,0.999
Dragostea Din Tei - Original Romanian Version,O-Zone,pop,dance pop,0.966
Somebody Dance with Me,DJ Bobo,pop,dance pop,0.988
Heaven (featuring Do),DJ Sammy,pop,dance pop,0.942
Around the World (La La La La La) - Radio Version,A Touch Of Class,pop,dance pop,0.979
My Oh My,Aqua,pop,dance pop,0.931
Go West - 2003 Remaster,Pet Shop Boys,pop,dance pop,0.951
Sing Hallelujah!,Dr. Alban,pop,dance pop,0.822
God Is a DJ,Faithless,pop,dance pop,0.897
Vogue - Edit,Madonna,pop,dance pop,0.817
The Launch - Radio Edit,DJ Jean,pop,dance pop,0.998
Not over Yet - Perfecto Edit,Grace,pop,dance pop,0.829
Never Alone,2 Brothers On The 4th Floor,pop,dance pop,0.916
Rhythm Is A Dancer,SNAP!,pop,dance pop,0.652
Up & Down,Vengaboys,pop,dance pop,0.929
Scatman's World,Scatman John,pop,dance pop,0.874
Mr. Vain,Culture Beat,pop,dance pop,0.996
L'amour Toujours (Small Mix),Gigi D'Agostino,pop,dance pop,0.878
The Power,SNAP!,pop,dance pop,0.88
Run To Me,Double You,pop,dance pop,0.963
"Rhythm Is A Dancer - 7"" Edit",SNAP!,pop,dance pop,0.745
Every Little Thing,Hillsong Young & Free,pop,dance pop,0.684
I Believe,Youngheart,pop,dance pop,0.837
Come To Life,Neon Feather,pop,dance pop,0.843
Neighbour,Verses,pop,dance pop,0.546
Close (feat. Steven Furtick),Tauren Wells,pop,dance pop,0.552
Nobody,Local Sound,pop,dance pop,0.854
This Place,Logan Pollard,pop,dance pop,0.33
Letting Go,Verses,pop,dance pop,0.684
Reckless Love,Verses,pop,dance pop,0.634
Gravity,Elizabeth Grace,pop,dance pop,0.412
Paradise,Matthew Parker,pop,dance pop,0.552
Circles,Rachael Nemiroff,pop,dance pop,0.673
More Of You,Hillsong Young & Free,pop,dance pop,0.674
Without Your Love,York Worship,pop,dance pop,0.611
How You Love,Marci Coleman,pop,dance pop,0.633
Ain't No Grave,Bryan Boliver,pop,dance pop,0.762
Fall to My Knees,Marshall Marshall,pop,dance pop,0.686
Only Ever,Alive City,pop,dance pop,0.598
We Dance,Bright Ones,pop,dance pop,0.635
Hold On,Verses,pop,dance pop,0.656
On The Way Up 2.0,Apollo LTD,pop,dance pop,0.777
Electric,Influence Music,pop,dance pop,0.875
Nobody,Bryan Boliver,pop,dance pop,0.716
I'm Yours,Influencers Worship,pop,dance pop,0.844
You Tell Me,Youngheart,pop,dance pop,0.855
Streams,Austin & Lindsey Adamec,pop,dance pop,0.733
Heaven On Earth,Stars Go Dim,pop,dance pop,0.756
joy.,for KING & COUNTRY,pop,dance pop,0.536
Mirage,Platon Emil,pop,dance pop,0.771
100 (feat. Dawn Elektra),Galactus Jack,pop,dance pop,0.635
Unshakable Love,Elevation Youth,pop,dance pop,0.709
Chasing Me,Long Hollow Wave,pop,dance pop,0.798
WILD LOVE,ELEVATION RHYTHM,pop,dance pop,0.809
Heaven On Earth - Radio Single,Planetshakers,pop,dance pop,0.784
Let Go,Hillsong Young & Free,pop,dance pop,0.948
Peace,Canyon Hills Worship,pop,dance pop,0.66
Everything and More (feat. Aaron Cole),Hollyn,pop,dance pop,0.7
Open Over Us (Live),Meredith Andrews,pop,dance pop,0.501
Love Won't Let Me Down,Hillsong Young & Free,pop,dance pop,0.833
Before the Start,Newday,pop,dance pop,0.75
Good Life,The Young Escape,pop,dance pop,0.715
Higher Than Mine,SEU Worship,pop,dance pop,0.632
Fight for Me,GAWVI,pop,dance pop,0.599
Tick,Happi,pop,dance pop,0.928
Feel so Alive,Amplify Worship,pop,dance pop,0.584
So Good,Jabin Chavez,pop,dance pop,0.812
Light the Way- Single (feat. Nozomi),Brandon Seibert,pop,dance pop,0.703
Lavish,WYLD,pop,dance pop,0.582
Heaven Is Here,Influencers Worship,pop,dance pop,0.792
Brave,The Vicious Vic,pop,dance pop,0.857
Just As I Am,Marshall Marshall,pop,dance pop,0.616
Walk On Water,Nadia Grace,pop,dance pop,0.65
Dance Monkey,Tones and I,pop,dance pop,0.588
Deeper Love,Covenants,pop,dance pop,0.8
"About Me - Brieuc, Cloud 41 & Lowkie Club Mix",Argui,pop,dance pop,0.898
Leave The Light On,ReauBeau,pop,dance pop,0.826
Kuama,Gregor Potter,pop,dance pop,0.842
One Life - VIP Mix,DJ MEG,pop,dance pop,0.936
Feelings,FUNKYBEAT,pop,dance pop,0.664
Night Drive,Rubayne,pop,dance pop,0.903
Energia,Tim Hox,pop,dance pop,0.811
About Me,Argui,pop,dance pop,0.703
Yourself,IIWII,pop,dance pop,0.783
Oh Baby,Martin Mix,pop,dance pop,0.975
Talk About It,Bancali,pop,dance pop,0.723
You Don't Know Me (feat. Duane Harden) - Radio Edit,Armand Van Helden,pop,dance pop,0.85
One Life,DJ MEG,pop,dance pop,0.826
Somebody,Venomenal,pop,dance pop,0.83
Criminal,Noah Neiman,pop,dance pop,0.832
Is This Love,Venomenal,pop,dance pop,0.882
Flashback,Tim van Werd,pop,dance pop,0.74
Good Omen,Ortzy,pop,dance pop,0.881
Time,Brieuc,pop,dance pop,0.84
Come Over,Noah Neiman,pop,dance pop,0.672
Anastasy,TheLavish,pop,dance pop,0.803
If,eSQUIRE,pop,dance pop,0.932
Give In To You,Matt Strike,pop,dance pop,0.629
Next To Me,Olmos,pop,dance pop,0.758
Cut You Loose,ReauBeau,pop,dance pop,0.72
G+O,WHYLO,pop,dance pop,0.592
Something,Funk Machine,pop,dance pop,0.869
The Weekend,REK,pop,dance pop,0.728
Right For Ya,Prince Paris,pop,dance pop,0.81
I Refuse,Matt Strike,pop,dance pop,0.651
Firefly,Olmos,pop,dance pop,0.731
Changes,Steve Hartz,pop,dance pop,0.808
Love's Not Fading,Julian Calor,pop,dance pop,0.546
Closure,Snareskin,pop,dance pop,0.536
Bring You Home,The Partysquad,pop,dance pop,0.767
Black & Blue,VIVID,pop,dance pop,0.775
Unforgettable,Aerreo,pop,dance pop,0.722
Madness,Matt Strike,pop,dance pop,0.609
Love Me Away,Junior J,pop,dance pop,0.759
Superficial Love,Karim Mika,pop,dance pop,0.832
Tell Me,Rich Edwards,pop,dance pop,0.617
Middlefingers,Tom & Jame,pop,dance pop,0.837
Like You,Anthony Dircson,pop,dance pop,0.528
Find You,Charming Horses,pop,dance pop,0.812
SO AM I,WHYLO,pop,dance pop,0.796
Love Again,Matt Strike,pop,dance pop,0.839
Ego,Rich Edwards,pop,dance pop,0.634
Take Me,Steve Hartz,pop,dance pop,0.763
Fixated,ORACLES,pop,dance pop,0.57
On Replay,Costa Leon,pop,dance pop,0.862
Try Again (feat. A7S),Tungevaag & Raaban,pop,dance pop,0.856
Morninglight - Main Circus Deep Mix,Team Deep,pop,dance pop,0.949
Aura - Edit,Avoure,pop,dance pop,0.833
Everyday,Eddie Thoneick,pop,dance pop,0.945
What's It Gonna Be,Venomenal,pop,dance pop,0.875
Summer Air (feat. Trevor Guthrie),Hardwell,pop,dance pop,0.574
I Know,Pierce Fulton,pop,dance pop,0.837
Someone New,Quentyn,pop,dance pop,0.627
Aftermath,Kydus,pop,dance pop,0.778
Visions,Lane 8,pop,dance pop,0.888
Switch,Afrojack,pop,dance pop,0.676
Spiritual (Mriya) [feat. Brooke Tomlinson],Curbi,pop,dance pop,0.806
Wrong for Me,Otherwise Fine,pop,dance pop,0.784
Take Me Away,Calippo,pop,dance pop,0.75
Pretender,Wolves By Night,pop,dance pop,0.85
Love Me - Felix Cartal's Chill Mix,Felix Cartal,pop,dance pop,0.806
Tell Me Why,Duskus,pop,dance pop,0.773
Dancing By Yourself,Junior Sanchez,pop,dance pop,0.835
Hurt U,EAUXMAR,pop,dance pop,0.437
It Ain't Over,Funk Machine,pop,dance pop,0.775
Shadows (feat. Veronica),Adam K,pop,dance pop,0.675
Preach,Watermät,pop,dance pop,0.855
Found Me (feat. Maria Hazell),The Him,pop,dance pop,0.824
We Are The Greatest,Keanu Silva,pop,dance pop,0.911
Pick You Up (feat. Penny F),Redondo,pop,dance pop,0.762
Wonder - Extended,Linier,pop,dance pop,0.684
Nothin' to Compare,Who,pop,dance pop,0.524
You & I,Mercer,pop,dance pop,0.895
Over - Zonderling Edit,Dannic,pop,dance pop,0.943
Simple Hit,Dombresky,pop,dance pop,0.951
Young,Brieuc,pop,dance pop,0.798
Smile,Prince Paris,pop,dance pop,0.598
Crazy For Your Love,Radiology,pop,dance pop,0.793
Symphony - Acoustic Mix,Sick Individuals,pop,dance pop,0.459
留学生,Monkey Majik,pop,dance pop,0.878
Body Language,INTERSECTION,pop,dance pop,0.685
HONEY,RIRI,pop,dance pop,0.748
真っ赤な太陽,RAMMELLS,pop,dance pop,0.843
In This Place - Kizuna Version,Thelma Aoyama,pop,dance pop,0.867
Stereo,LOZAREENA,pop,dance pop,0.686
ひとりの夜を抜け,Lucky Kilimanjaro,pop,dance pop,0.742
JOYRIDE (#SorryNotSorry pt.2),BananaLemon,pop,dance pop,0.697
Rain,KEN THE 390,pop,dance pop,0.742
スパゲッティー,AYA A.K.A PANDA,pop,dance pop,0.659
Fever,YOSA & TAAR,pop,dance pop,0.838
ガリレオ・ガール,NONA REEVES,pop,dance pop,0.885
FAKE,ASOBOiSM,pop,dance pop,0.713
Mi Body Good,Akane,pop,dance pop,0.782
Cruisin',Shin Sakiura,pop,dance pop,0.687
Drop Top,MaisonDe,pop,dance pop,0.652
Break up,Taichi Mukai,pop,dance pop,0.758
AMOR,BoA,pop,dance pop,0.85
Make A Move,EMMA WAHLIN,pop,dance pop,0.591
Limousine,DJ PIGER,pop,dance pop,0.732
Too Fragile,CIRRRCLE,pop,dance pop,0.726
Violeta,IZ*ONE,pop,dance pop,0.88
달라달라 DALLA DALLA,ITZY,pop,dance pop,0.853
Never Grow Up,CHANMINA,pop,dance pop,0.858
Ooo!,EXILE SHOKICHI,pop,dance pop,0.799
Flame of Love,Reiji Kawaguchi,pop,dance pop,0.732
Beautiful - 3onderboy remix,BananaLemon,pop,dance pop,0.718
Famous,TAEMIN,pop,dance pop,0.796
TURN,TaeyoungBoy,pop,dance pop,0.482
Boy Meets Girl,Rude-α,pop,dance pop,0.844
Sakura,DEAN FUJIOKA,pop,dance pop,0.724
Breakthrough,TWICE,pop,dance pop,0.728
DOWN BY LAW,THE RAMPAGE from EXILE TRIBE,pop,dance pop,0.924
Dream ship,DJ RYOW,pop,dance pop,0.672
MIROH,Stray Kids,pop,dance pop,0.979
Let Me Love You,FlowBack,pop,dance pop,0.895
more,AmPm,pop,dance pop,0.714
"The Lights, The Nights - Strobe Ver.",Unwork,pop,dance pop,0.905
MAKUAKE PARKGOLF remix,eill,pop,dance pop,0.686
Sexy my lady,RIKE,pop,dance pop,0.849
Lullaby,Sigala,pop,dance pop,0.78
MI NUH FRAID (Extravaganza Riddim),ramhead,pop,dance pop,0.817
WILD,Shuta Sueyoshi,pop,dance pop,0.92
Overflow(変身),YonYon,pop,dance pop,0.6
Woman We Are,Dream Shizuka,pop,dance pop,0.889
Kill This Love,BLACKPINK,pop,dance pop,0.861
Free! Free! Free!,竹内アンナ,pop,dance pop,0.861
Days Gone By,ANIMAL HACK,pop,dance pop,0.872
Your Best American Girl,Mitski,pop,dance pop,0.257
Dancing On My Own,Robyn,pop,dance pop,0.871
Seasons (Waiting On You),Future Islands,pop,dance pop,0.721
Two Weeks,FKA twigs,pop,dance pop,0.717
Video Games - Remastered,Lana Del Rey,pop,dance pop,0.255
Queen,Perfume Genius,pop,dance pop,0.547
Pink + White,Frank Ocean,pop,dance pop,0.552
Genesis,Grimes,pop,dance pop,0.677
Let It Happen,Tame Impala,pop,dance pop,0.881
I Know There's Gonna Be (Good Times) [feat. Popcaan],Young Thug,pop,dance pop,0.592
Your Dog,Soccer Mommy,pop,dance pop,0.669
Hannah Hunt,Vampire Weekend,pop,dance pop,0.313
Norf Norf,Vince Staples,pop,dance pop,0.548
Royals,Lorde,pop,dance pop,0.428
Holocene,Bon Iver,pop,dance pop,0.304
Shut Up Kiss Me,Angel Olsen,pop,dance pop,0.63
GLOWED UP,KAYTRANADA,pop,dance pop,0.621
BTSTU (Edit),Jai Paul,pop,dance pop,0.389
Midnight City,M83,pop,dance pop,0.712
Borrowed Time,Parquet Courts,pop,dance pop,0.726
Them Changes,Thundercat,pop,dance pop,0.55
Pretty Pimpin,Kurt Vile,pop,dance pop,0.664
The Morning,The Weeknd,pop,dance pop,0.549
Should Have Known Better,Sufjan Stevens,pop,dance pop,0.172
Old Friends,Pinegrove,pop,dance pop,0.555
Close Your Eyes (And Count To Fuck),Run The Jewels,pop,dance pop,0.662
Sprawl II (Mountains Beyond Mountains),Arcade Fire,pop,dance pop,0.81
Bags,Clairo,pop,dance pop,0.546
Avant Gardener,Courtney Barnett,pop,dance pop,0.737
Retrograde,James Blake,pop,dance pop,0.251
Zebra,Beach House,pop,dance pop,0.476
Red Eyes,The War On Drugs,pop,dance pop,0.815
On Hold,The xx,pop,dance pop,0.669
Diddy Bop (feat. Cam O'bi & Raury),Noname,pop,dance pop,0.503
17,Youth Lagoon,pop,dance pop,0.263
Ode to Viceroy,Mac DeMarco,pop,dance pop,0.632
Don't Touch My Hair,Solange,pop,dance pop,0.411
Helplessness Blues,Fleet Foxes,pop,dance pop,0.463
Sound & Color,Alabama Shakes,pop,dance pop,0.43
Wildfire,SBTRKT,pop,dance pop,0.481
Bloodbuzz Ohio,The National,pop,dance pop,0.834
Pristine,Snail Mail,pop,dance pop,0.695
Girl,The Internet,pop,dance pop,0.42
Feels Like We Only Go Backwards,Tame Impala,pop,dance pop,0.9
So Good At Being in Trouble,Unknown Mortal Orchestra,pop,dance pop,0.435
Alaska,Maggie Rogers,pop,dance pop,0.386
I Don't Wanna Be Funny Anymore,Lucy Dacus,pop,dance pop,0.772
See You Again (feat. Kali Uchis),"Tyler, The Creator",pop,dance pop,0.559
Odessa,Caribou,pop,dance pop,0.915
Don't Wanna Be Your Girl,Wet,pop,dance pop,0.182
